Sea_Otters,Northern_Abalone,Sum,TimeLimit.truncated,terminal_observation
0.0,0.2548385060345416,0.2548385060345416,False,
0.029580073415279965,0.28706612129080544,0.3166461947060854,False,
0.035603756258822894,0.2722104293869867,0.3078141856458096,False,
0.042804824908230246,0.2904189684454994,0.33322379335372965,False,
0.029580073415279965,0.3182399221240658,0.3478199955393458,False,
0.035603756258822894,0.32377921604233634,0.35938297230115923,False,
0.02512322115990397,0.3055797926982938,0.3307030138581977,False,
0.029580073415279965,0.3341207480965873,0.3637008215118673,False,
0.035603756258822894,0.3391647675445068,0.3747685238033297,False,
0.029580073415279965,0.36905914908282705,0.398639222498107,False,
0.035603756258822894,0.34582108277757184,0.38142483903639474,False,
0.042804824908230246,0.3523833936359494,0.3951882185441796,False,
0.051391619076351626,0.3305982025258022,0.38198982160215383,False,
0.06159984208208578,0.3108857346149858,0.3724855766970716,False,
0.07369196256158063,0.2929036715861684,0.36659563414774904,False,
0.08795440649889065,0.299701893221133,0.38765629972002363,False,
0.10469164137139214,0.30413080628606687,0.408822447657459,False,
0.029580073415279965,0.3324567280714567,0.36203680148673667,False,
0.035603756258822894,0.3130632949106463,0.34866705116946917,False,
0.02848951377094037,0.3188469391741903,0.3473364529451307,False,
0.029580073415279965,0.3557467100790344,0.3853267834943144,False,
0.035603756258822894,0.3860104139975729,0.4216141702563958,False,
0.042804824908230246,0.388744334571671,0.43154915947990125,False,
0.029580073415279965,0.4200260501303181,0.44960612354559804,False,
0.021150707486854024,0.4241671190236254,0.44531782651047946,False,
0.02549885554879757,0.3946702364047697,0.4201690919535673,False,
0.029580073415279965,0.42610954660617706,0.455689620021457,False,
0.035603756258822894,0.42694649856694306,0.46255025482576595,False,
0.042804824908230246,0.4300797160063768,0.472884540914607,False,
0.051391619076351626,0.4483115168333064,0.49970313590965804,False,
0.01972252510817698,0.4914441385332131,0.5111666636413901,False,
0.023783555268749146,0.488294837752576,0.5120783930213251,False,
0.02865854712692574,0.4852272693274182,0.513885816454344,False,
0.03450064243629401,0.4473312601933835,0.4818319026296775,False,
0.04148734008484635,0.41438084676011205,0.4558681868449584,False,
0.04982237800073467,0.4179387709890724,0.4677611489898071,False,
0.0597367952475266,0.4209996765537964,0.480736471801323,False,
0.0714886315997779,0.4387363096730408,0.5102249412728187,False,
0.08536055508292832,0.4397920337381468,0.5251525888210751,False,
0.10165454423502311,0.4560473014541264,0.5577018456891495,False,
0.12068263224748894,0.4847439808578674,0.6054266131053564,False,
0.14275271149821578,0.4432257117458487,0.5859784232440645,False,
0.16814859376858107,0.4570196581606606,0.6251682519292416,False,
0.19710403657535208,0.4692687726135385,0.6663728091888905,False,
0.22977138188868632,0.46037593174931074,0.6901473136379971,False,
0.266186845491862,0.4183242692370426,0.6845111147289046,False,
0.029580073415279965,0.4594750917715436,0.48905516518682357,False,
0.035603756258822894,0.47702121201090797,0.5126249682697308,False,
0.042804824908230246,0.439713630651284,0.4825184555595142,False,
0.051391619076351626,0.470782366948984,0.5221739860253356,False,
0.06159984208208578,0.4339323196419491,0.4955321617240349,False,
0.029580073415279965,0.4762513393784126,0.5058314127936926,False,
0.035603756258822894,0.493760675953686,0.5293644322125088,False,
0.029580073415279965,0.5374935000808092,0.5670735734960892,False,
0.035603756258822894,0.4918918211863443,0.5274955774451672,False,
0.042804824908230246,0.4910148143679934,0.5338196392762237,False,
0.029580073415279965,0.5229457920226569,0.5525258654379369,False,
0.035603756258822894,0.538678441537687,0.5742821977965098,False,
0.042804824908230246,0.4926101897650817,0.535415014673312,False,
0.051391619076351626,0.4913430311826197,0.5427346502589713,False,
0.06159984208208578,0.4516620939542474,0.5132619360363332,False,
0.07369196256158063,0.49295464248901866,0.5666466050505993,False,
0.06354575813419298,0.4882058732551852,0.5517516313893782,False,
0.02214695368306403,0.5203151658671127,0.5424621195501768,False,
0.026694829304402857,0.514735925295997,0.5414307546003998,False,
0.03214867302198928,0.5125197102072704,0.5446683832292597,False,
0.03867644578504984,0.5071935622360507,0.5458700080211005,False,
0.046471702434287776,0.502017802774071,0.5484895052083588,False,
0.05575502174273629,0.5448096351315806,0.6005646568743169,False,
0.06677429981688841,0.5743462955902701,0.6411205954071585,False,
0.07980326209219898,0.5211910842113494,0.6009943463035484,False,
0.09513738063252868,0.5129752828057372,0.6081126634382659,False,
0.0725115996156717,0.5092742704198607,0.5817858700355324,False,
0.08656510832786626,0.4660126420713746,0.5525777503992408,False,
0.10306531284329531,0.42849152187284806,0.5315568347161433,False,
0.12232450832987575,0.4263205601723512,0.5486450685022269,False,
0.14464948002444455,0.4643944218646848,0.6090439018891294,False,
0.1703210841635866,0.42491524197654823,0.5952363261401348,False,
0.19956780613119818,0.39007101469205974,0.5896388208232579,False,
0.23253403652515778,0.40321032719195316,0.635744363717111,False,
0.1849413039970242,0.4390511371057856,0.6239924411028097,False,
0.21609426185785663,0.4641686072845057,0.6802628691423623,False,
0.029580073415279965,0.4954979441012626,0.5250780175165426,False,
0.023353468366166155,0.49160754247018007,0.5149610108363463,False,
0.022496637587270663,0.5235332648480422,0.5460299024353128,False,
0.027114509749100763,0.5176102942753757,0.5447248040244765,False,
0.029580073415279965,0.5615399784460334,0.5911200518613134,False,
0.029580073415279965,0.5922461511537896,0.6218262245690697,False,
0.029580073415279965,0.6360023471091614,0.6655824205244414,False,
0.035603756258822894,0.574221010123644,0.609824766382467,False,
0.042804824908230246,0.5667011777597033,0.6095060026679335,False,
0.051391619076351626,0.5159365905528588,0.5673282096292104,False,
0.029580073415279965,0.5475593903885909,0.5771394638038709,False,
0.035603756258822894,0.5003566984369708,0.5359604546957937,False,
0.042804824908230246,0.4988317653198794,0.5416365902281096,False,
0.051391619076351626,0.5149653400510706,0.5663569591274222,False,
0.029580073415279965,0.5465813238685132,0.5761613972837932,False,
0.035603756258822894,0.5773733771204126,0.6129771333792355,False,
0.042804824908230246,0.5660831201888861,0.6088879450971163,False,
0.029580073415279965,0.610024153912409,0.6396042273276891,False,
0.029580073415279965,0.6390654225448096,0.6686454959600896,False,
0.035603756258822894,0.5766836808252882,0.6122874370841112,False,
0.042804824908230246,0.5688875191647269,0.6116923440729571,False,
0.029580073415279965,0.5993529614695325,0.6289330348848126,False,
0.035603756258822894,0.5437994963520666,0.5794032526108894,False,
0.042804824908230246,0.5356653440991946,0.5784701690074249,False,
0.051391619076351626,0.5660750491802007,0.6174666682565523,False,
0.06159984208208578,0.5551086235460901,0.6167084656281759,False,
0.07369196256158063,0.5676479325082936,0.6413398950698742,False,
0.029580073415279965,0.5980338247961884,0.6276138982114684,False,
0.035603756258822894,0.588436203331495,0.6240399595903179,False,
0.029580073415279965,0.6321303575148615,0.6617104309301415,False,
0.035603756258822894,0.6154282295577069,0.6510319858165299,False,
0.042804824908230246,0.556852236629445,0.5996570615376753,False,
0.051391619076351626,0.5076230997410434,0.559014718817395,False,
0.029580073415279965,0.5393496506905755,0.5689297241058555,False,
0.035603756258822894,0.5542969075176906,0.5899006637765134,False,
0.042804824908230246,0.5681949814052732,0.6109998063135035,False,
0.051391619076351626,0.6111806670365885,0.6625722861129401,False,
0.06159984208208578,0.5525642410937991,0.6141640831758849,False,
0.017896497241086745,0.5970083550884525,0.6149048523295393,False,
0.029580073415279965,0.6265305873640422,0.6561106607793222,False,
0.035603756258822894,0.5663325851091218,0.6019363413679446,False,
0.029580073415279965,0.6102947737243823,0.6398748471396624,False,
0.035603756258822894,0.6390674780025448,0.6746712342613677,False,
0.029580073415279965,0.6668396207792324,0.6964196941945124,False,
0.035603756258822894,0.5994725732198378,0.6350763294786608,False,
0.042804824908230246,0.6283490759534541,0.6711539008616844,False,
0.051391619076351626,0.6555900368678886,0.7069816559442402,False,
0.06159984208208578,0.5891268906596139,0.6507267327416997,False,
0.07369196256158063,0.630803296626301,0.7044952591878816,False,
0.029580073415279965,0.658816562354772,0.6883966357700521,False,
0.035603756258822894,0.5928194299272129,0.6284231861860359,False,
0.042804824908230246,0.6044130516523697,0.6472178765605999,False,
0.051391619076351626,0.5473497848468426,0.5987414039231942,False,
0.036685661857855344,0.5910355049614678,0.6277211668193232,False,
0.04409643905922838,0.6340518959002327,0.678148334959461,False,
0.029580073415279965,0.6620104102747595,0.6915904836900395,False,
0.035603756258822894,0.6418993059254009,0.6775030621842237,False,
0.042804824908230246,0.6238011757561723,0.6666060006644026,False,
0.051391619076351626,0.5634335182951101,0.6148251373714617,False,
0.029580073415279965,0.6073721354140044,0.6369522088292844,False,
0.029580073415279965,0.6365033619915287,0.6660834354068087,False,
0.035603756258822894,0.6641059461959891,0.699709702454812,False,
0.042804824908230246,0.6705632309588607,0.713368055867091,False,
0.051391619076351626,0.6018092410337407,0.6532008601100923,False,
0.06159984208208578,0.6438508481322714,0.7054506902143572,False,
0.07369196256158063,0.5789684422930866,0.6526604048546673,False,
0.08795440649889065,0.5656015143788506,0.6535559208777413,False,
0.10469164137139214,0.5761651224867484,0.6808567638581406,False,
0.1242161479940927,0.5615071714672135,0.6857233194613062,False,
0.1468332945882101,0.5078002152707265,0.6546335098589366,False,
0.17282037038079784,0.4617338605483114,0.6345542309291092,False,
0.029580073415279965,0.4933323807050658,0.5229124541203458,False,
0.035603756258822894,0.5365081716095282,0.5721119278683511,False,
0.042804824908230246,0.5288238817803143,0.5716287066885445,False,
0.051391619076351626,0.4838530843438281,0.5352447034201797,False,
0.06159984208208578,0.5261407184774382,0.587740560559524,False,
0.07369196256158063,0.5682749763145549,0.6419669388761355,False,
0.08795440649889065,0.5157880518454734,0.603742458344364,False,
0.029580073415279965,0.5595885485067796,0.5891686219220597,False,
0.035603756258822894,0.5502140845320096,0.5858178407908325,False,
0.042804824908230246,0.5936429445620987,0.6364477694703289,False,
0.051391619076351626,0.6222934833042626,0.6736851023806142,False,
0.06159984208208578,0.649276918968664,0.7108767610507498,False,
0.07369196256158063,0.632650936343391,0.7063428989049716,False,
0.08795440649889065,0.5691447071892105,0.6570991136881011,False,
0.029580073415279965,0.6129037663465293,0.6424838397618093,False,
0.035603756258822894,0.5982013141211433,0.6338050703799663,False,
0.042804824908230246,0.5425000297036578,0.5853048546118881,False,
0.051391619076351626,0.5341032516579401,0.5854948707342917,False,
0.06159984208208578,0.5292303664423617,0.5908302085244475,False,
0.07369196256158063,0.5713774864985113,0.6450694490600919,False,
0.08795440649889065,0.5823322201967374,0.670286626695628,False,
0.017291244703598878,0.6265109361614731,0.643802180865072,False,
0.020861339455061346,0.6110035063846404,0.6318648458397017,False,
