Sea_Otters,NOrthern_Abalone,Sum
0.029580073415279965,0.26001988085864336,0.2895999542739233
0.029580073415279965,0.29265686766526033,0.3222369410805403
0.029580073415279965,0.3206195425836792,0.35019961599895916
0.029580073415279965,0.3498332540267807,0.3794133274420607
0.02212851266892304,0.38030969973251105,0.40243821240143407
0.029580073415279965,0.42068374315026424,0.4502638165655442
0.029580073415279965,0.46268444400058883,0.4922645174158688
0.029580073415279965,0.5058744522210092,0.5354545256362893
0.029580073415279965,0.5376792946964273,0.5672593681117073
0.029580073415279965,0.5817456080559208,0.6113256814712008
0.029580073415279965,0.6118484412584009,0.6414285146736809
0.029580073415279965,0.6408472645711897,0.6704273379864697
0.035603756258822894,0.6832874879199208,0.7188912441787436
0.029580073415279965,0.7086995377431745,0.7382796111584545
0.029580073415279965,0.7325266885742455,0.7621067619895255
0.029580073415279965,0.7716794692970405,0.8012595427123205
0.029580073415279965,0.8086469532400151,0.8382270266552951
0.029580073415279965,0.8246632299973419,0.8542433034126219
0.029580073415279965,0.8580575571799918,0.8876376305952718
0.029580073415279965,0.8888412701201023,0.9184213435353823
0.02009390121986405,0.8974271898650654,0.9175210910849295
0.029580073415279965,0.9044860491271761,0.9340661225424561
0.029580073415279965,0.9107423211082574,0.9403223945235374
0.029580073415279965,0.9368680514465206,0.9664481248618007
0.029580073415279965,0.9393173467210478,0.9688974201363278
0.035603756258822894,0.9410642900517542,0.976668046310577
0.042804824908230246,0.9632673756694065,1.0060722005776368
0.051391619076351626,0.9608956423790171,1.0122872614553688
0.06159984208208578,0.9580832153015674,1.019683057383653
0.07369196256158063,0.9547465451559041,1.0284385077174847
0.08795440649889065,0.9721603327637258,1.0601147392626165
0.06433966561993282,0.9891980511216312,1.053537716741564
0.07692934849136324,0.9813514892093108,1.058280837700674
0.0917616030797326,0.9953862952098892,1.0871478982896219
0.019229583770433635,0.9906510538141896,1.0098806375846232
0.029580073415279965,0.9860094444082885,1.0155895178235685
0.029580073415279965,1.004152991185352,1.033733064600632
0.029580073415279965,1.020280985649418,1.049861059064698
0.029580073415279965,1.0118028689345704,1.0413829423498504
0.020482628058411348,1.0051806888179124,1.0256633168763238
0.029580073415279965,0.9988639469456302,1.0284440203609102
0.029580073415279965,1.0157250665106512,1.0453051399259312
0.029580073415279965,1.007947260626073,1.037527334041353
0.029580073415279965,1.0237336474834309,1.053313720898711
0.029580073415279965,1.0148116716879576,1.0443917451032376
0.029580073415279965,1.0297624583884228,1.0593425318037029
0.029580073415279965,1.019979174891238,1.049559248306518
0.029580073415279965,1.011573847818689,1.041153921233969
0.029580073415279965,1.0269051357029495,1.0564852091182295
0.029580073415279965,1.0403902796207833,1.0699703530360634
0.029580073415279965,1.0290836088480546,1.0586636822633346
0.029580073415279965,1.0193967511890272,1.0489768246043072
0.029580073415279965,1.033795498447579,1.063375571862859
0.029580073415279965,1.0234381833651314,1.0530182567804114
0.029580073415279965,1.014549707197183,1.044129780612463
0.029580073415279965,1.0295296168478707,1.0591096902631507
0.029580073415279965,1.0426964131420113,1.0722764865572914
0.029580073415279965,1.0542272842272777,1.0838073576425578
0.029580073415279965,1.0409021188954983,1.0704821923107783
0.029580073415279965,1.0295228073285507,1.0591028807438307
0.029580073415279965,1.0197740203103833,1.0493540937256634
0.029580073415279965,1.0341272386542026,1.0637073120694827
0.029580073415279965,1.0237221716144411,1.0533022450297211
0.029580073415279965,1.0375978158586119,1.067177889273892
0.029580073415279965,1.0497667592765085,1.0793468326917885
0.029580073415279965,1.060402889591408,1.089982963006688
0.029580073415279965,1.0461625625430635,1.0757426359583435
0.029580073415279965,1.0340197825253439,1.063599855940624
0.029580073415279965,1.0236301009556994,1.0532101743709794
0.029580073415279965,1.0375169297484672,1.0670970031637472
0.029580073415279965,1.0496959503816825,1.0792760237969625
0.020736476714103547,1.0610059561745826,1.0817424328886862
0.029580073415279965,1.0702259409071497,1.0998060143224297
0.029580073415279965,1.0782298372143218,1.1078099106296018
0.029580073415279965,1.0613138770957564,1.0908939505110364
0.029580073415279965,1.046946119799687,1.076526193214967
0.029580073415279965,1.034694056222995,1.064274129638275
0.029580073415279965,1.0242106526179875,1.0537907260332675
0.029580073415279965,1.038028288084822,1.067608361500102
0.035603756258822894,1.0496951883956476,1.0852989446544705
0.042804824908230246,1.0360435955053289,1.078848420413559
0.051391619076351626,1.0237213995992978,1.0751130186756495
0.06159984208208578,1.0123825006732954,1.0739823427553812
0.029580073415279965,1.0274451301987526,1.0570252036140326
0.029580073415279965,1.0407482345857424,1.0703283080010224
0.029580073415279965,1.029315310432697,1.058895383847977
0.029580073415279965,1.0424608616846507,1.0720409350999307
0.029580073415279965,1.0539938218693177,1.0835738952845977
0.029580073415279965,1.0640763888110214,1.0936564622263014
0.029580073415279965,1.0492852329789342,1.0788653063942142
0.029580073415279965,1.0599878249649912,1.0895678983802712
0.029580073415279965,1.0458183350974624,1.0753984085127424
0.029580073415279965,1.033734368710213,1.063314442125493
0.029580073415279965,1.0233888336430428,1.0529689070583228
0.029580073415279965,1.037305787031863,1.066885860447143
0.029580073415279965,1.049510866898228,1.079090940313508
0.029580073415279965,1.0601789676802849,1.0897590410955649
0.029580073415279965,1.0694763051215985,1.0990563785368785
0.021014662134173058,1.0545156436137324,1.0755303057479055
0.029580073415279965,1.064572354100633,1.094152427515913
0.029580073415279965,1.0497283089766076,1.0793083823918876
0.029580073415279965,1.0603820360900855,1.0899621095053655
0.029580073415279965,1.0696619492083816,1.0992420226236617
0.029580073415279965,1.0540387869341448,1.0836188603494248
0.029580073415279965,1.040744187445302,1.070324260860582
0.029580073415279965,1.0293890280194344,1.0589691014347145
0.029580073415279965,1.0425730792272667,1.0721531526425467
0.029580073415279965,1.0541185031064861,1.0836985765217662
0.020143037010043694,1.064908634886579,1.0850516718966228
0.029580073415279965,1.0736213343648868,1.1032014077801668
0.029580073415279965,1.081177066177703,1.110757139592983
0.029580073415279965,1.087716612298502,1.117296685713782
0.029580073415279965,1.069337302215296,1.0989173756305761
0.023351404055754588,1.0542289821443784,1.077580386200133
0.02814013910519022,1.0644269911066708,1.0925671302118611
0.03387991051107714,1.0728653650097695,1.1067452755208467
0.040745734751064806,1.0559146436458502,1.096660378396915
0.04893871153302073,1.0642613018830045,1.1132000134160251
0.05868718774309776,1.0471879237885264,1.105875111531624
0.02123624383494352,1.0586194158258468,1.0798556596607904
0.02560155813375942,1.0448608050157997,1.0704623631495591
0.030838481720478705,1.055987311250714,1.0868257929711929
0.037109506126656894,1.0652313629400245,1.1023408690666814
0.04460229213875099,1.0491114661812597,1.0937137583200107
0.05353128306241304,1.0579587413183629,1.111490024380776
0.06413830312322409,1.0414023626366562,1.1055406657598803
0.076691533847107,1.0493883766113419,1.126079910458449
0.091482092178077,1.0551414164893937,1.1466235086674708
0.10881728155391815,1.0587159394299817,1.1675332209838998
0.12900950177806314,1.0368461365947799,1.1658556383728431
0.15235986324071807,1.0393076785568147,1.1916675417975329
0.1791358595989595,1.0392727831011388,1.2184086427000982
0.20954312405862552,1.013989899197454,1.2235330232560795
0.24369241218111828,1.0121687430628035,1.2558611552439218
0.28156450634183133,0.9854314494415939,1.2669959557834252
0.3229775295378221,0.9595955539786173,1.2825730835164393
0.3675627471661754,0.9552656734975244,1.3228284206636998
0.4147556534490446,0.927056650065008,1.3418123035140526
0.463808258184493,0.899437655915589,1.363245914100082
0.5138255715169676,0.8722498823573912,1.386075453874359
0.5638245765754496,0.8644338835161135,1.428258460091563
0.6128086136532203,0.8540780355153585,1.4668866491685788
0.029580073415279965,0.8616697197210174,0.8912497931362974
0.029580073415279965,0.889487889782995,0.919067963198275
0.029580073415279965,0.8957951708672967,0.9253752442825767
0.029580073415279965,0.902130919498052,0.931710992913332
0.029580073415279965,0.9286473299926957,0.9582274034079757
0.029580073415279965,0.9529263629965709,0.9825064364118509
0.029580073415279965,0.953491468740933,0.9830715421562131
0.029580073415279965,0.9755244169285174,1.0051044903437973
0.029580073415279965,0.9733346625291033,1.0029147359443833
0.029580073415279965,0.9932051339731365,1.0227852073884165
0.018704439421304855,0.9892813353240546,1.0079857747453596
0.029580073415279965,0.9851009329134182,1.0146810063286982
0.029580073415279965,0.9814457112083376,1.0110257846236175
0.029580073415279965,0.978260737823922,1.0078408112392019
0.029580073415279965,0.9754900878820902,1.0050701612973703
0.029580073415279965,0.9730811940123885,1.0026612674276685
0.035603756258822894,0.9705720877699925,1.0061758440288153
0.042804824908230246,0.9896275133447662,1.0324323382529965
0.051391619076351626,0.983790169875237,1.0351817889515886
0.06159984208208578,0.9779753234461062,1.039575165528192
0.07369196256158063,0.9938768462773282,1.0675688088389088
0.08795440649889065,1.0068353629799949,1.0947897694788855
0.10469164137139214,0.9945757884235915,1.0992674297949836
0.1242161479940927,1.0046324932309807,1.1288486412250733
0.1468332945882101,0.9894481804047046,1.1362814749929147
0.17282037038079784,0.9744540299938546,1.1472744003746524
0.20239961653620903,0.9593528301145694,1.1617524466507785
0.23570610615324272,0.9650996332491281,1.2008057394023708
0.2727527889050201,0.9673218702921631,1.2400746591971832
0.3133967836521963,0.9661502797373844,1.2795470633895807
0.35731269023725065,0.9617539158523548,1.3190666060896055
0.2647167162178605,0.9428379556567346,1.207554671874595
0.30463043884030916,0.944761971075841,1.2493924099161502
0.3478999547816319,0.9434343787354506,1.2913343335170824
0.39404537231175585,0.9183215330873429,1.3123669053990987
0.4423951090737195,0.9135244875442526,1.355919596617972
0.4921118011930037,0.9057218820189493,1.3978336832119531
0.5422420968397231,0.8952569847144312,1.4374990815541544
0.5917855569329473,0.8825235814870488,1.4743091384199962
0.029580073415279965,0.8872532069953746,0.9168332804106546
0.02200317826795881,0.9134472677370963,0.9354504460050551
0.029580073415279965,0.9171205122311207,0.9467005856464007
0.029580073415279965,0.9417576596889213,0.9713377331042014
0.029580073415279965,0.9644076141551122,0.9939876875703922
0.029580073415279965,0.9633358398990698,0.9929159133143498
0.029580073415279965,0.9625840011159617,0.9921640745312417
0.01873400857124402,0.9843981933297709,1.003132201901015
0.029580073415279965,1.003117829859494,1.032697903274774
0.029580073415279965,1.0196359133226092,1.0492159867378892
0.01985253604448985,1.0347872596680336,1.0546397957125235
0.029580073415279965,1.047348237165881,1.0769283105811611
0.029580073415279965,1.0583027494591348,1.0878828228744148
0.029580073415279965,1.0678414452677485,1.0974215186830285
0.029580073415279965,1.076132707492496,1.105712780907776
0.029580073415279965,1.059517027428299,1.089097100843579
0.029580073415279965,1.0454033649011603,1.0749834383164403
0.029580073415279965,1.0333677312109695,1.0629478046262495
0.029580073415279965,1.0460613535766217,1.0756414269919017
0.029580073415279965,1.0339342589902547,1.0635143324055347
0.01780644110958904,1.0244112643740153,1.0422177054836044
0.029580073415279965,1.0382415769305742,1.0678216503458542
0.029580073415279965,1.0272722548889794,1.0568523283042595
0.029580073415279965,1.0178596478327662,1.0474397212480462
0.029580073415279965,1.0324541665799354,1.0620342399952154
0.029580073415279965,1.045267591963977,1.074847665379257
0.035603756258822894,1.0328175147917962,1.0684212710506191
0.02766210382095732,1.0227212411852509,1.0503833450062081
0.03330741089293856,1.0364373037016106,1.0697447145945491
0.040061597458210044,1.0479533363657672,1.0880149338239773
0.048123298732417864,1.0341407620299587,1.0822640607623766
0.05771833520632776,1.0216017692173829,1.0793201044237106
0.06909972070613599,1.0326811517049836,1.1017808724111195
0.08254574646205201,1.0413035615957076,1.1238493080577596
0.09835529725613727,1.0475467903748787,1.145902087631016
0.07876707842278208,1.031155520431115,1.109922598853897
0.09392068139162821,1.0160751878803838,1.109995869272012
0.08331693286006893,1.026446753879688,1.109763686739757
0.09925956323816276,1.0116205973200192,1.110880160558182
0.029580073415279965,1.0038503945148718,1.0334304679301518
0.021923032086856184,1.0203072128485786,1.0422302449354348
0.029580073415279965,1.03441685592176,1.06399692933704
0.02089097205576402,1.0245112862319128,1.0454022582876767
0.029580073415279965,1.0382854695275432,1.0678655429428232
0.029580073415279965,1.0273035065770166,1.0568835799922967
0.029580073415279965,1.017898617976916,1.047478691392196
0.029580073415279965,1.009818705182332,1.039398778597612
0.029580073415279965,1.0253901305350597,1.0549702039503397
0.018824030189005858,1.0170228195442508,1.0358468497332567
0.029580073415279965,1.0317474014726316,1.0613274748879116
0.029580073415279965,1.0217040812757945,1.0512841546910745
0.029580073415279965,1.0130706714933624,1.0426507449086424
0.029580073415279965,1.0282322042909429,1.0578122777062229
0.029580073415279965,1.0186698300993764,1.0482499035146564
0.029580073415279965,1.0104511145596677,1.0400311879749478
0.029580073415279965,1.0259188193098663,1.0554988927251463
0.029580073415279965,1.039527195684206,1.069107269099486
0.029580073415279965,1.0283455600864724,1.0579256335017524
0.029580073415279965,1.0187621020440214,1.0483421754593014
0.029580073415279965,1.0332365703204918,1.0628166437357718
0.029580073415279965,1.0229587148629595,1.0525387882782395
0.029580073415279965,1.036927044976443,1.066507118391723
0.035603756258822894,1.0256824483073212,1.0612862045661442
0.042804824908230246,1.0383258006256144,1.0811306255338446
0.051391619076351626,1.0487231336438934,1.100114752720245
0.06159984208208578,1.0337461377397341,1.09534597982182
0.07369196256158063,1.0200212315982726,1.0937131941598532
0.08795440649889065,1.0071712817942617,1.0951256882931524
0.10469164137139214,0.8607247652495625,0.9654164066209547
0.1242161479940927,0.8654455292604432,0.9896616772545359
0.1468332945882101,0.8876301589452343,1.0344634535334445
0.17282037038079784,0.885965757177135,1.0587861275579329
0.20239961653620903,0.9022896248158514,1.1046892413520604
0.1693973985852977,0.8987081381339146,1.0681055367192123
0.15037701054622235,0.9169049625014626,1.067281973047685
0.176871509761755,0.911028871868212,1.087900381629967
0.20698391336698718,0.9242119086776579,1.1311958220446452
0.24083381940075854,0.913051767173014,1.1538855865737725
0.2784136312497331,0.9007434175418376,1.1791570487915708
0.3195554740722626,0.8871865869168122,1.2067420609890749
0.2690408243474635,0.8980803593058341,1.1671211836532975
